area,category,name,phone
"Dublin 2, Dublin",Gift Shops,Card Gallery,(01)6794958
"Dublin 2, Dublin",Restaurants,Rustic Stone,(01)7079596
"Dublin 2, Dublin",Trimmings - Haberdashery,A Rubanesque Ltd,(01)6729243
"Dublin 2, Dublin",Sandwich Bars & Delivery Services,Snax in the City,(01)4054907
"Dublin 2, Dublin",Television & Radio Programme Producers,Caboom Animation Ltd,(01)6727077
"Dublin 2, Dublin",Solicitors,Martin Gately Solicitors,(01)5143800
"Dublin 2, Dublin",Jeans,Pepe Jeans,(01)6727040
"Dublin 2, Dublin",Ladies Fashions,Quiz,(01)4751094
"Dublin 2, Dublin",Slimming & Weight Management,Nutron Advanced,(0818)333650
"Dublin 2, Dublin",Govt Dept - Social Protection,Social & Family Affairs Dept of,(1890)747434
"Dublin 2, Dublin",Computer Software,Betstone Ltd,(01)6766961
"Dublin 2, Dublin",Govt Dept - Houses of the Oireachtas,Houses of The Oireachtas Leas-Cheann Comhairle,(01)6183444
"Dublin 2, Dublin",Employment Agencies,Trent ESM Ltd,(01)4780884
"Dublin 2, Dublin",Govt Dept - Houses of the Oireachtas,Houses of The Oireachtas Seanad Eireann,(01)6183905
"Dublin 2, Dublin",Solicitors,Aidan T. Stapleton & Co.,(01)6797939
"Dublin 2, Dublin","Insurance Agents, Brokers & Consultants",Carole Nash Insurance Consultants Ltd,(1890)947488
"Dublin 2, Dublin",Computer Software,Comms-Care,(01)6787788
"Dublin 2, Dublin",Beauty Salons,French Beauty,(087)6577892
"Dublin 8, Dublin",Acupuncture,Dan-Tien,(01)4738845
"Dublin 8, Dublin",Theatrical & Variety Agents,Centre Stage Agency,(01)4533599
"Dublin 8, Dublin",Takeaway Foods,Toni's Papamio,(01)6333920
"Dublin 8, Dublin",Stocktaking Services,Syngergy Stocktaking,(01)4738128
"Dublin 8, Dublin",Hospitals,Mount Carmel Hospital - Vascular Surgery - Mr Moore,(01)4538281
"Dublin 8, Dublin",Community Development,South Inner City Community Development Association SICCDA,(01)4736183
"Dublin 8, Dublin",Taxis & Taxicabs,Eight Twenty Cabs,(01)8202020
"Dublin 8, Dublin","Letting Agents - Apartments, Flats & Houses",dublinlettings.com,(01)4020066
"Dublin 8, Dublin","Govt Dept - Agriculture, Food & the Marine",Dept of Agriculture Fisheries & Food Examiners & Registrars Office,(01)4750766
"Dublin 8, Dublin",Travel Agents & Tour Operators,One Foot Abroad,(01)4433972
"Dublin 8, Dublin",Management Consultants,Persuasion,(01)4151238
"Dublin 8, Dublin",Printing,Ranelagh Print Bureau Ltd,(01)4733555
"Dublin 8, Dublin",Acoustic Engineers,Archetype Measurement,(086)1033558
"Dublin 8, Dublin",Library Supplies,Dominex Library,(01)6792599
"Dublin 8, Dublin",Film Production - Companies & Personnel ,Xstream Pictures Ltd,(01)6799937
"Dublin 8, Dublin",Publishers & Publications,Celtic Press The,(01)4530328
"Dublin 8, Dublin",Commissioners For Oaths,Beatty & Healy,(01)4755824
"Dublin 8, Dublin",Curtains,Aran Curtains & Blinds,(01)4533898
"Dun Laoghaire, Dublin",Engineers - Consulting,Duggan R.A. & Associates,(01)2808834
"Dun Laoghaire, Dublin","Auctioneers, Estate Agents & Valuers",O'Higgins M.I.A.V.I.,(01)2802092
"Dun Laoghaire, Dublin",Accountants,Kirwan Gannon & Co,(01)2842544
"Dun Laoghaire, Dublin",Acupuncture,Care & Cure Chinese Acupuncture,(01)2845555
"Dun Laoghaire, Dublin","Auctioneers, Estate Agents & Valuers",Toole McKay Ltd,(01)2846322
"Dun Laoghaire, Dublin",Hairdressers - Ladies,Fusion Hair Studio,(01)2845016
"Dun Laoghaire, Dublin",Interior Designers,O'Donnell O'Neill Designs Assoc Ltd,(01)2300066
"Dun Laoghaire, Dublin",Chiropractors, Back to Basics Chiropractic Clinic ,(01)2354975
"Dun Laoghaire, Dublin",Fruit & Vegetables,Punnet The,(01)2804165
"Dun Laoghaire, Dublin",Tourist Information,Dun Laoghaire'Rathdown Tourism,(01)2054855
"Dun Laoghaire, Dublin",Acupuncture, Chinese Medical Centre ,(1890)908138
"Dun Laoghaire, Dublin",Haulage Contractors,Rogerson Transport,(01)2803290
"Dun Laoghaire, Dublin",Surveyors - Quantity,Walshe & Associates,(01)2304080
"Dun Laoghaire, Dublin",Hospitals,National Rehabilitation Hospital - St Patrick's Ward,(01)2355360
"Dun Laoghaire, Dublin",Life & Business Coaches,Core Coaching\n,(087)2529325
"Dun Laoghaire, Dublin",Burglar Alarms & Security Systems,Safehome,(01)2848934
"Goatstown, Dublin",Accountants,Accountancy Focus,(01)2964087
"Goatstown, Dublin",Business Consultants,Walsh Business Services,(01)2961053
"Goatstown, Dublin",Bridal Shops & Designers,Elliott Chambers,(01)2108670
"Goatstown, Dublin","Auctioneers, Estate Agents & Valuers",Lynam Auctioneering,(01)2965374
"Goatstown, Dublin","Auctioneers, Estate Agents & Valuers",Property Team Ltd,(01)2983500
"Goatstown, Dublin",Adult Education & Courses,Open Training College,(01)2988544
"Goatstown, Dublin",Solicitors,Gandon Solicitors,(01)2982994
"Goatstown, Dublin",Solicitors,Clancy Niall J & Co,(01)2961488
"Goatstown, Dublin",Solicitors,Andrew Sheeran  & Company Solicitors,(01)2963380
"Glenageary, Dublin",Architects,Power Patk Design Associates,(01)4782139
"Glenageary, Dublin",Architects,MacAree Noel F.R.I.A.I.,(01)2853803
"Glenageary, Dublin",Architects,Hamilton Young Architects,(01)2936800
"Glenageary, Dublin",Alternative & Complementary Medicine,Asthma & Allergy Control Products,(01)2835100
"Glenageary, Dublin",Alternative & Complementary Medicine,College Of Naturopathic Medicine,(01)2353094
"Glenageary, Dublin",Advertising Agencies,Parker J H & Co Ltd,(01)4783044
"Glenageary, Dublin",Acupuncture,Acupuncture & Chinese Medical Clinic,(01)2804821
"Glasnevin, Dublin",Marquees - Hire,Barry's Marquees,(1890)947729
"Glasnevin, Dublin",Doctors - General Practitioners,Glasnevin Family Practice,(01)8600275
"Glasnevin, Dublin",Doctors - Consultants,Mulligan Mr Eadhbhard,(01)8374050
"Glasnevin, Dublin",Disc Jockeys (D.J.s),Connect DJs,(087)7962507
"Glasnevin, Dublin",Nursing/Convalescent Homes,FirstCare Nursing Home Group,(1890)907403
"Glasnevin, Dublin",Beauty Therapy Schools,Nail & Beauty Systems,(01)8828624
"Glasnevin, Dublin",Public Houses & Lounge Bars,Fingal Hse The,(01)8346377
"Glasnevin, Dublin",Crash Repairs,M.M.D. Motor Distributors,(01)8306044
"Glasnevin, Dublin",Convents,Holy Faith,(01)8371426
"Glasnevin, Dublin",Computer Consultancy,Eukon Ltd,(01)8603539
"Glasnevin, Dublin",Butchers,"Callaghan, Niall",(01)8302576
"Glasnevin, Dublin",Burglar Alarms & Security Systems,Security Systems Solutions,(01)4406622
"Glasnevin, Dublin",Roofing Contractors,DC Roofing & Building,(086)2509083
"Glasnevin, Dublin",Plastics - Raw Materials,Kerins & Morrissey Ltd,(01)8602860
"Glasnevin, Dublin",Air Compressors,Speedy Hire,(1890)947072
"Glasnevin, Dublin",Crash Repairs,Hermitage Motors,(01)8306911
"Glasnevin, Dublin",Diaries,Unique Diary Productions,(1890)928378
"Glasnevin, Dublin",Photographers - Commercial & Industrial,"Vance, Robert",(01)8379678
"Glasnevin, Dublin",Public Houses & Lounge Bars, Hedigans The Brian Boru ,(01)8308514
"Glasnevin, Dublin",Bouncing Castles & Inflatables,Barry's Bouncing Castles,(01)8307007
"Glasnevin, Dublin",Convents,Holy Faith,(01)8373427
"Harolds Cross, Dublin",Tyres,Butlers Tyres,(01)4964542
"Harolds Cross, Dublin",Marketing Consultants,M & D Ltd,(01)4535955
"Harolds Cross, Dublin",Financial Services,FMK Financial Planning,(01)4914132
"Harolds Cross, Dublin",Graphic Designers,Neworld Associates,(01)4733999
"Harolds Cross, Dublin",Solicitors,Burns Kelly Corrigan,(01)4976877
"Harolds Cross, Dublin",Churches,Church of Ireland,(01)4971797
"Harolds Cross, Dublin",Religious Organisations,St Clare's Convent,(01)4971516
"Harolds Cross, Dublin",Convents,Sisters of Saint Clare,(01)4962930
"Harolds Cross, Dublin",Convents,Sisters of Saint Clare,(01)4973087
"Harolds Cross, Dublin",Convents,Sisters of Saint Clare,(01)4979287
"Harolds Cross, Dublin",Convents,Sisters of Mercy,(01)4929414
"Harolds Cross, Dublin",Solicitors,Byrne Mark D & Co,(01)4549757
"Harolds Cross, Dublin",Supermarkets,Centra,(01)4971671
"Harolds Cross, Dublin",Charities & Caring Groups,BÃ³thar Dublin Office,(01)4981888
"Harolds Cross, Dublin",Charities & Caring Groups,Aid Link,(01)4736488
"Harolds Cross, Dublin",Painting & Decorating Contractors,"Wallace, Martin",(01)4967149
"Harolds Cross, Dublin",Event Management,Teamsamba,(087)6359400
"Harolds Cross, Dublin",Courier Service,M & P Couriers,(01)4960876
"Finglas, Dublin",Tiles,Miles of Tiles,(01)8646061
"Finglas, Dublin",Tiles,H & V Bathrooms & Tiles,(01)8644412
"Finglas, Dublin",Television Repairs,Duggan Vision,(01)8341394
"Finglas, Dublin","Television Aerials, Dishes & Towers",Inhouse Technologies,(01)8376640
"Finglas, Dublin",Tee-Shirts,Promowear,(01)8550490
"Finglas, Dublin",Taxis & Taxicabs,Finglas Co-Op Cabs,(01)8642020
"Finglas, Dublin",Taxis & Taxicabs,Taxi-Cab Ranks & Shelters,(01)8343532
"Finglas, Dublin ",Tax Consultants,KPW & Co,(01)8353420
"Finglas, Dublin",Tattoo Services,D M Tattoo Studio,(086)8695905
"Finglas, Dublin",Takeaway Foods,Burger Express,(01)8342232
"Finglas, Dublin",Takeaway Foods,Little Chip The,(01)8341801
"Finglas, Dublin",Takeaway Foods,Salveta Carmine,(01)8644955
"Finglas, Dublin",Takeaway Foods,Jade Garden Takeway,(01)8346449
"Finglas, Dublin",Takeaway Foods,Hoi Wun,(01)8361160
"Finglas, Dublin",Takeaway Foods,First Class Oriental,(01)8640518
"Finglas, Dublin",Takeaway Foods,Euro Take Away,(01)8642798
"Finglas, Dublin",Takeaway Foods,Yongs,(01)8640908
"Dundrum, Dublin",Electrical Contractors - General,Marathon Electrical Ltd,(01)2955167
"Dundrum, Dublin",Electric Motors,Dunedin,(087)2568648
"Dundrum, Dublin",Educational Authorities,Futurekids,(01)2157220
"Dundrum, Dublin",Educational Agencies,Southside Adult Literacy Service,(01)2964321
"Dundrum, Dublin",Editing Services,Dot Comma Publishing Solutions Ltd.,(01)2164449
"Dundrum, Dublin",Dry Cleaners,Dundrum Laundry,(01)2981462
"Dundrum, Dublin",Dry Cleaners,McCanns Dry Cleaners,(01)2983005
"Dundrum, Dublin",Dry Cleaners,White Star Dry Cleaners,(01)2986777
"Dundrum, Dublin",Driving Schools,Crown School Of Motoring,(01)2951558
"Dundrum, Dublin",Driving Schools,Park School Of Motoring,(01)2988465
"Dundrum, Dublin",Driving Schools,Morgan Jim,(01)2956814
"Dundrum, Dublin",Driving Schools,Safe Start,(086)2172171
"Dundrum, Dublin",Drama Schools,Act 3 Stage School,(01)2945665
"Dundrum, Dublin",Drain & Sewer Clearing,Ajax Drains,(01)2983057
"Dundrum, Dublin",Dolls & Accessories,Dollshouseireland.com,(01)2137856
"Hermitage, Dublin",Doctors - Consultants,Allergy Clinic,(1890)720155
"Hermitage, Dublin",Cosmetic Surgery & Procedures,Dermcare Laser & Skin Clinics Donnybrook Hermitage,(01)6459680
"Hermitage, Dublin",Doctors - Consultants,"Clarke Dr John M.D., Ph.D.",(01)6459685
"Hermitage, Dublin",Dental Surgeons,"Maguire Dr Rory, FFD (Perio.) RCSI BDS,M. Phil.,MFD RCSI M.Dent.Ch. (Perio)U.Dubl.,",(01)6459555
"Hermitage, Dublin",Hospitals,Mount Carmel Hospital - Colorectal Surgeon - Mr. Neary,(01)6459516
"Dublin 12, Dublin",Engineers - Consulting,Hargin James Associates,(01)4548855
"Dublin 12, Dublin",Engineers - Consulting,Omar Consulting Engineers,(01)4603528
"Dublin 12, Dublin",Engineers - Consulting,Tygro Consulting Engineers Ltd,(087)9174336
"Dublin 12, Dublin",Energy Management & Conservation,Standard Control Systems,(01)4508960
"Dublin 12, Dublin",Energy Management & Conservation,Standard Control System,(01)4291800
"Dublin 12, Dublin",Employment Agencies,Crossell Ltd,(01)4603884
"Dublin 12, Dublin",Electroplating,Plateco Zn Ltd,(01)4509880
"Dublin 12, Dublin",Electronic Equipment Manufacturing & Design,Charlotte Computing,(01)4507442
"Dublin 12, Dublin",Electronic Components,Radionics Ltd,(01)4153123
"Dublin 12, Dublin",Electrical Switchgear,Cubic Modulsystem A/S,(01)6215288
"Dublin 12, Dublin",Electrical Equipment & Supplies - Wholesale,EWL Electric Ltd,(01)4506388
"Dublin 12, Dublin",Electrical Equipment & Supplies - Wholesale,Ropers Ltd,(01)6215126
"Dublin 12, Dublin",Electrical Equipment & Supplies - Wholesale,Keogh John,(01)4509999
"Dublin 12, Dublin",Electrical Equipment & Supplies,Electrofast Ltd,(01)4500600
"Dublin 12, Dublin",Electrical Equipment & Supplies,Secure Power Systems Ltd,(01)4506808
"Dublin 12, Dublin",Electrical Contractors - Industrial,Kelly Tim Electl Contrs Ltd,(01)6301402
"Dublin 12, Dublin",Electrical Contractors - Industrial,Aardvark Electrical Ltd,(01)4507201
"Dublin 12, Dublin",Electrical Contractors - Industrial,Young Electrical Company Ltd,(01)4604430
"Dublin 12, Dublin",Electrical Contractors - General,McGrattan Kenny & McCaffrey Ltd,(01)4605360
"Dublin 12, Dublin",Electrical Contractors - General,Matrix Electrical Ltd,(01)6231122
"Dublin 12, Dublin",Electrical Contractors - General,Ascal Electrical Ltd,(01)4560112
"Dublin 12, Dublin",Electrical Contractors - General,Byrne J P Electrical,(01)6269556
"Dublin 12, Dublin",Electrical Contractors - General,Aardvark Electrical Ltd,(087)2545010
"Dublin 1, Dublin",Tours,Celtic Budget Tours,(01)8897658
"Dublin 1, Dublin",Tours,CIE Tours International,(01)7031888
"Dublin 1, Dublin",Tourist Information,Visa First,(01)6793255
"Dublin 1, Dublin",Tourist Information,Visa First,(01)8783329
"Dublin 1, Dublin",Tourist & Heritage Attractions,Zoo 2,(01)8732160
"Dublin 1, Dublin",Tourist & Heritage Attractions,Custom House Visitor Centre,(01)8882538
"Dublin 1, Dublin",Tools,Toolz,(01)8732000
"Dublin 1, Dublin",Tools,McQuillan James,(01)8733944
"Dublin 1, Dublin",Timber Products,Innovowood Ltd,(01)6763181
"Dublin 1, Dublin",Tiles,Ceramide Marazzi,(01)8552701
"Dublin 1, Dublin",Tiles,Royal Tiles,(01)8552503
"Dublin 1, Dublin",Ties & Scarves,Connemara Ties Ltd,(01)8307454
"Dublin 1, Dublin",Ties & Scarves,Ace of Clubs,(01)8783005
"Dublin 1, Dublin",Ticket Agencies,Central Ticket Bureau The,(01)8721122
"Dublin 1, Dublin",Theatrical & Variety Agents,ReActors Cooperative Agency,(01)8786833
"Dublin 1, Dublin",Theatres,Gate Theatre,(01)8744045
"Dublin 1, Dublin",Theatres,Ambassador Theatre The,(01)8786796
"Dublin 2, Dublin",Solicitors,Roundtree Tarpey,(01)6623005
"Dublin 2, Dublin",Dolls & Accessories,Doll House The,(01)4781312
"Dublin 2, Dublin",Ladies Fashions,Flip,(01)6714299
"Dublin 2, Dublin",Govt Dept - Houses of the Oireachtas,Houses of The Oireachtas Leas-Chathaoirleach,(01)6183209
"Dublin 2, Dublin",Time Recorders,Time Solutions,(01)4773911
"Dublin 2, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)4781723
"Dublin 2, Dublin",Govt Dept - Houses of the Oireachtas,Houses of The Oireachtas Journal Office,(01)6184284
"Dublin 2, Dublin",Restaurants,Simons Place Coffee Shop,(01)6797821
"Dublin 2, Dublin",Computer Software,HERMES Softlab Ltd,(01)6614030
"Dublin 2, Dublin",Mortgage Brokers & Services,Purcell William Associates,(01)6785554
"Dublin 2, Dublin",Computer Software,"CEVA, Inc",(01)2373900
"Dublin 2, Dublin",Mortgage Brokers & Services,Acap Acquisitions International,(01)6799599
"Dublin 2, Dublin",Planning & Development Consultants,Gardiner & Theobald,(01)6040069
"Dublin 2, Dublin",Govt Dept - Houses of the Oireachtas,Houses of The Oireachtas Interparliamentary Unit,(01)6183778
"Dublin 8, Dublin",Beds - Manufacturing,Ray Shannon Design,(01)4532889
"Dublin 8, Dublin",Banks,Finnan Financial Limited,(01)6750819
"Dublin 8, Dublin",Banks,Bank Of Ireland,(021)4871202
"Dublin 8, Dublin",Antiques & Curios - Restoring,Paint Stripping Services,(01)4532206
"Dublin 8, Dublin",Solicitors,Cassidy Law,(01)6334140
"Dublin 8, Dublin",Bicycles, P&K Cycles ,(01)4734002
"Dublin 8, Dublin","Auctioneers, Estate Agents & Valuers",Byrne Michael Estates IAVI,(01)4582336
"Dublin 8, Dublin",Air Conditioning Equipment, Aircon Hire ,(01)4534288
"Dublin 8, Dublin",Youth Organisations,dÃ¡n Project,(01)4735332
"Dublin 8, Dublin",Youth Organisations,Catholic Guides of Ireland,(01)4751774
"Dublin 8, Dublin",Youth Organisations,Scouting Irl Csi,(01)4755688
"Dublin 8, Dublin",Youth Organisations,Rialto Youth Project,(01)4549388
"Dublin 8, Dublin",Youth Organisations,Fatima Youth Initiative,(01)4539225
"Dublin 8, Dublin",X-Ray Services,Radiation Protection Advisory Services,(01)4162648
"Dublin 8, Dublin",Wood Turners,Clarke Patrick,(01)4541224
"Dublin 8, Dublin",Wine Importers,Sommelier Svces,(01)4738354
"Dublin 8, Dublin",Wine Importers,On The Case,(01)4730156
"Dublin 8, Dublin",Windows,Bolger W & J  Ltd,(01)4542544
"Dublin 8, Dublin",Windows,Antom Coatings,(01)4544554
"Dublin 8, Dublin",Windows,Antom Coatings,(087)6136231
"Dublin 8, Dublin",Wedding Arrangement Services,Princess Bridal Beauty,(01)4539746
"Dun Laoghaire, Dublin","Paint, Varnish & Lacquer",Two Pack Supplies,(01)5536122
"Dun Laoghaire, Dublin",Bells,"Walsh, J",(01)8749608
"Dun Laoghaire, Dublin",Windows,Century Windows,(1890)942821
"Dun Laoghaire, Dublin",Alternative & Complementary Medicine, Chinese Medical Centre ,(1890)908137
"Dun Laoghaire, Dublin",Accountants,Garvey & Associates,(01)2865792
"Dun Laoghaire, Dublin",Aquariums & Aquatic Supplies,Fish Antics,(1890)908017
"Dun Laoghaire, Dublin",Plumbing Contractors,SBP Plumbing & Heating,(086)0676053
"Dun Laoghaire, Dublin",Accountants,HSOC Financial & Business Advisors,(01)2804731
"Dun laoghaire, Dublin",Entertainers,Baldwin Creative Actors Management,(01)2807535
"Dun Laoghaire, Dublin",Dress Suit Hire, Sandycove Suit Hire ,(01)2360807
"Dun Laoghaire, Dublin",Graphic Design, Advantage Point ,(086)3824728
"Dun Laoghaire, Dublin",Car Dismantlers,Southside Motor Spares,(01)2804177
"Dun Laoghaire, Dublin",Ladies Fashions,Liuzzi,(01)2300907
"Dun Laoghaire, Dublin",Auction Rooms,eBid.ie,(01)2020500
"Dun Laoghaire, Dublin",Schools & Colleges - 3rd Level (I.T.),"Dun Laoghaire Institute of Art, Design & Technology",(01)2144600
"Dun Laoghaire, Dublin",Windows,West Building Products,(01)2843488
"Dun Laoghaire, Dublin",Builders Providers - Materials,Irish Building Supply Co Ltd,(01)2808620
"Dun Laoghaire, Dublin",Solicitors,Patrick J Morrissey,(01)2806655
"Dun Laoghaire, Dublin",Pubs,Kozie 2,(01)2841998
"Dun Laoghaire, Dublin",Pubs,Goggins Inn,(01)2802735
"Dun Laoghaire, Dublin",Pubs,Eagle House The,(01)2804740
"Glasnevin, Dublin",Acoustic Engineers,Acoustics & Noise Services,(086)1545871
"Glasnevin, Dublin",Boxes - Corrugated & Fibre,SCA Len-Pak Ltd,(01)8307899
"Glasnevin, Dublin",Embroidery,All Sorts Embroidery,(01) 836 1470
"Glasnevin, Dublin",Dental Equipment & Supplies,Stabident Sales,(01)8361196
"Glasnevin, Dublin",Cash Registers,Botanic Office Equipment Ltd.,(01)8373366
"Glasnevin, Dublin",Car Dealers, Denis Mahony Ltd ,(01)8373771
"Glasnevin, Dublin",Dental Surgeons,Cahill Dental Clinic,(01)8373714
"Glasnevin, Dublin",Builders - General,Patk Earley,(01)8306583
"Glasnevin, Dublin",Plumbers,Wynne Tony,(01)8346350
"Glasnevin, Dublin",Solicitors, Lee Rosario & Co Solicitors ,(01)8614744
"Glasnevin, Dublin",Printers, Hudson Killeen Ltd  ,(01)8306128
"Glasnevin, Dublin",Printers,Codex Printing,(01)8822000
"Glasnevin, Dublin",Printers,Kenilworth Products Ltd,(01)8062200
"Glasnevin, Dublin",Accommodation,Botanic View,(01)8600195
"Glasnevin, Dublin",Wedding Arrangement Services,Kev's Mobile Disco,(087)2432635
"Glasnevin, Dublin",Weather Forecasts,Met Eireann,(01)8064200
"Glasnevin, Dublin",Washing Machines - Parts & Supplies,Kenco Spares,(01)8306922
"Glasnevin, Dublin",Video Production & Facilities,Cunningham Claire,(01)8571509
"Hollystown, Dublin",Heating Contractors - Domestic,Gas Works,(01)8243039
"Hollystown, Dublin",Service Stations - Cars,Regan Spar Filling Station,(01)8212732
"Hollystown, Dublin",Engineers - Constructional,Commins Civil Limited,(086)2687380
"Harolds Cross, Dublin",Homoeopaths,Quinn Aine,(01)4922513
"Harolds Cross, Dublin",Tiles,Travertine .ie,(087)9555373
"Harolds Cross, Dublin","Auctioneers, Estate Agents & Valuers",Godfrey & Grant,(01)4984986
"Harolds Cross, Dublin",Hospitals,Our Lady's Hospice Rheumatology Rehabilitation,(01)4068780
"Harolds Cross, Dublin",Computer Maintenance & Repairs,Motherboard,(01)4975562
"Harolds Cross, Dublin",Handyman Services,Mrhandyman.com,(1890)707040
"Harolds Cross, Dublin",Post Offices,An Post,(01)4965370
"Harolds Cross, Dublin",Nursing/Convalescent Homes,St. Glady's Nursing Home,(01)4927624
"Harolds Cross, Dublin",Public Relations Consultants,Jmedia,(01)4540090
"Harolds Cross, Dublin",Dental Equipment & Supplies,DD Ireland,(01)6070280
"Harolds Cross, Dublin",Plumbing Contractors,Styleflow Ltd,(01)4923546
"Harolds Cross, Dublin",Bed & Breakfast,Erris B & B,(01)4539666
"Harolds Cross, Dublin",Alternative & Complementary Medicine,Bio-Energy for Health,(01)4922892
"Harolds Cross, Dublin",Publishers & Publications,Londubh Books,(01)4903495
"Harolds Cross, Dublin",Organic Products,Home Organics Fruit And Vegetable Delivery Service,(01)4060034
"Harolds Cross, Dublin",Convents,Little Sisters of the Assumption,(01)4977038
"Harolds Cross, Dublin",Garages,Parklane Motor Company,(01)4922481
"Harolds Cross, Dublin",Joinery,Harolds Cross Joinery,(1890)907301
"Harolds Cross, Dublin",Publishers & Publications,Mediacontact.ie,(01)4732050
"Harolds Cross, Dublin",Bed & Breakfast,Argus House B & B,(01)4926502
"Harolds Cross, Dublin",Convents,Religious Sisters of Charity Our Lady's Hospice,(01)4979344
"Harolds Cross, Dublin",Convents,Religious Sisters of Charity Our Lady's Hospice,(01)4974013
"Finglas, Dublin",Tailors - Repairs & Alterations,Kings Olive,(01)8641567
"Finglas, Dublin",Tailors - Repairs & Alterations,Same Day Alterations,(01)8362904
"Finglas, Dublin",Sweets - Manufacturing,Dunhills Confectionery Production Ltd,(01)8343668
"Finglas, Dublin",Surgical Supplies,Whelehan T P Son & Co Ltd,(01)8068600
"Finglas, Dublin",Supermarkets,G & D Grocery Stores,(01)8342557
"Finglas, Dublin",Supermarkets,Centra Quickstop,(01)8361104
"Finglas, Dublin",Supermarkets,Spar,(01)8341113
"Finglas, Dublin",Supermarkets,Superquinn,(01)8341182
"Finglas, Dublin",Supermarkets,Iceland Frozen Foods PLC,(01)8643003
"Finglas, Dublin",Supermarkets,Eurospar,(01)8343255
"Finglas, Dublin",Supermarkets,Tesco,(01)8361088
"Finglas, Dublin",Sunbeds & Sunrooms,Sunglow Home Tanning,(087)2974330
"Finglas, Dublin",Sunbeds & Sunrooms,Tansun Tanning Centre,(01)8343624
"Finglas, Dublin",Stone,Smith's,(01)8346213
"Finglas, Dublin",Stone,FSL - Facing Stone,(01)8532351
"Finglas, Dublin",Steel Plates,Trenchlink Roadplates Ltd,(01)8110932
"Finglas, Dublin",Steel Fabrications,W.I. Limited,(01)8342222
"Finglas, Dublin",Steel - Stockholders,Met Steel Irl Ltd,(01)8340493
"Finglas, Dublin",Steam - Cleaning,Janelle Mobile Speed Wash,(087)2432863
"Finglas, Dublin",Stationery - Manufacturing,K & D Office Supplies,(01)8646232
"Finglas, Dublin",Stationery - Wholesale,Supreme Stationery,(01)8645735
"Finglas, Dublin",Stairs,Durkin Tom & Company Ltd,(01)4536155
"Finglas, Dublin",Shutters,Ope-Tech Ltd,(01)8649991
"Dundrum, Dublin",Document Imaging & Scanning,Imscam  Ireland Ltd,(01)2983916
"Dundrum, Dublin",Doctors - General Practitioners,Mulvey Dr Stephen,(01)2980458
"Dundrum, Dublin",Doctors - General Practitioners,Bent Dr Ciaran D Obst R.C.P.I.,(01)2980226
"Dundrum, Dublin",Doctors - General Practitioners,O'Connell Dr Patrica,(01)2988488
"Dundrum, Dublin",Doctors - General Practitioners,Fagan Dr J.P.,(01)2984644
"Dundrum, Dublin",Doctors - General Practitioners,Ali Mr Mazhalim M.,(01)2108019
"Dundrum, Dublin",Doctors - General Practitioners,O'Dwyer Kieran Dr.,(062)71270
"Dundrum, Dublin",Diving Equipment & Instruction,Lambay Diving Services,(01)2966132
"Dundrum, Dublin",Disc Jockeys (D.J.s),Need a D.J.,(01)2985547
"Dundrum, Dublin",Disabled Persons Products & Services,Shop Mobility Ireland Ltd,(01)2987982
"Dundrum, Dublin",Research & Development Organisations,Nua Research Services,(01)2955435
"Dundrum, Dublin",Design & Image Consultants,Ripe Design,(01)2960081
"Dundrum, Dublin",Department Stores,House of Fraser,(01)2991400
"Dundrum, Dublin",Department Stores,Marks & Spencer (Ireland) Ltd,(01)2991300
"Dundrum, Dublin",Department Stores,BT2,(01)2968400
"Dundrum, Dublin",Department Stores,Coast,(01)2967482
"Dundrum, Dublin",Dental Surgeons,Hutton Anthony J,(01)2984222
"Dundrum, Dublin",Dental Surgeons,Roche Louis John B.D.S. F.D.S.,(01)2980843
"Dundrum, Dublin",Dental Surgeons,Ryan Michael (Orthodontist)BDentSc MS Orth (U.Illinois),(01)2963638
"Dundrum, Dublin",Dental Surgeons,FitzGibbon Dr Donal BDS MSD (Indiana U),(01)2962557
"Dundrum, Dublin",Dental Surgeons,Glenville Dental Surgery Dundrum,(01)2981133
"Dundrum, Dublin",Dental Surgeons,Dundrum Dental Surgery,(01)2986029
"Dundrum, Dublin",Courier Service,O'Shea Delivery Service,(087)2501427
"Hermitage, Dublin",Hearing Aids,Audico,(01)6459603
"Hermitage, Dublin",Religious Organisations,Friends of Hampton,(01)8360199
"Dublin 12, Dublin",Educational Agencies,Educate Together,(01)4292500
"Dublin 12, Dublin",E-commerce Consultancy & Services,Irish Domains Ltd,(1890)366426
"Dublin 12, Dublin",E-commerce Consultancy & Services,Parity Networks Ltd,(01)6205105
"Dublin 12, Dublin",E-commerce Consultancy & Services,Irish Domains Ltd,(1890)366246
"Dublin 12, Dublin",Driving Schools,Drive Well,(01)4555855
"Dublin 12, Dublin",Driving Schools,Abacus School Of Motoring,(01)4906971
"Dublin 12, Dublin",Draught Proofing,"Kevin SmithTraditional Sash Window Conservation Ltd,",(01)4298637
"Dublin 12, Dublin",Double Glazing,Sash Window Company,(01)4569894
"Dublin 12, Dublin",Attic Conversions,Azlo Carpentry & Construction,(01)4055288
"Dublin 12, Dublin",Kitchen Doors & Worktops,Trade Mouldings Ltd,(01)4603030
"Dublin 12, Dublin",Kitchen Doors & Worktops,In-house At The Panelling Centre,(01)4564899
